X,Y,Color
-8.970788824451216,11.81547946448843,blue
-11.16625875945457,11.284630225734823,blue
-11.009561652309404,11.203381644119462,blue
-10.105267988697657,10.542283080384632,blue
-9.487977841866282,10.416841655497116,blue
-8.592272236279458,10.51947847671623,blue
-11.687696331047066,12.295695393965694,blue
-8.528766007365332,12.871173939871788,blue
-8.363537092556758,13.272931931478732,blue
-10.461394936218914,10.622073643594948,blue
-10.2013622701565,12.92676807698112,blue
-10.571816730282373,11.228368597520213,blue
-10.60329911474199,10.936319500657564,blue
-11.339389221097253,9.804654869152813,blue
-11.689652920353836,8.743421905294586,blue
-10.199327339274134,11.58325175720387,blue
-9.742227414534941,11.203605599499662,blue
-8.171179284925117,11.910778889801202,blue
-11.001001545014239,9.150584078710537,blue
-12.091691213346014,7.951965075946883,blue
-9.853440294087367,9.963428444913557,blue
-10.466351101873624,11.653576449151295,blue
-9.643776992692892,13.082049301364155,blue
-10.39787973307525,10.148682010877907,blue
-11.259223515609236,10.040973316091138,blue
-10.688878692445368,9.08551623874398,blue
-9.197369549752583,10.389480631371816,blue
-9.727608959351446,11.455960295935618,blue
-10.969176498652242,9.742188761035724,blue
-9.128031878019115,11.53801070943245,blue
-11.446359442796412,11.509329943750252,blue
-10.53648126391253,10.544151553059688,blue
-9.802079483685768,9.938970564723803,blue
-11.365639813925373,11.980891347947791,blue
-11.194444382838546,11.009720589936023,blue
-9.98406545735042,11.213071732784108,blue
-10.080043462366524,11.275863348692386,blue
-10.250802713155945,10.657230488209649,blue
-10.565142893988607,11.408902264128272,blue
-11.102671939612895,9.058207560228688,blue
-10.782282440802188,10.587935076178965,blue
-6.958313793627852,11.336984545856264,blue
-10.626081221045771,10.616304124849659,blue
-8.49409908713806,12.395006974344714,blue
-10.587336087025049,10.534599078482572,blue
-8.63414708594994,13.43930767548111,blue
-8.767955126162471,11.585490292033356,blue
-9.54911076652115,10.534746695273212,blue
-10.641409817720614,11.002419941750965,blue
-11.377596033330793,10.553168913542706,blue
-9.034253652074412,11.82188354140436,blue
-11.284003459804936,10.41375948976908,blue
-11.274572100423972,10.272069752082096,blue
-8.477158237795589,12.7080275369333,blue
-8.538117568753954,10.10995091324851,blue
-9.962344036800339,11.776076615522257,blue
-10.246197199336427,10.307854805122247,blue
-10.664297573689694,10.566672693728005,blue
-9.6486644620725,10.293963004408726,blue
-10.484031432259398,12.02846076486031,blue
-11.513087259894665,8.185537849003248,blue
-10.763530487253867,9.390505699765917,blue
-9.750796790449265,10.703658964386692,blue
-11.589808607556943,10.891155858896731,blue
-10.979525922331295,9.190804906017812,blue
-9.877238371243495,11.584667493671787,blue
-8.310707906219728,12.93239887096814,blue
-9.822250134781488,10.19055728946524,blue
-9.967993979456171,8.457431670719254,blue
-8.066784435636764,12.720116627129062,blue
-11.062094711431401,10.298923641718503,blue
-10.732629098908713,10.54129649522986,blue
-9.157258606853706,12.496324936757981,blue
-8.923260012519052,12.296723206235804,blue
-9.542309461973687,10.660841399772192,blue
-12.619493322510689,9.84145569913294,blue
-9.26095365766169,10.486878650627787,blue
-9.332498942237132,11.78073176682462,blue
-9.953597363914797,10.951146529433451,blue
-9.333922403498429,11.842289098317849,blue
-8.592051516226173,11.061504331484763,blue
-9.948850813662077,11.245882238613872,blue
-10.935974860869884,10.864476268648405,blue
-11.839109307605646,10.648596781638055,blue
-9.936221271518562,11.114851529394526,blue
-10.71396809744709,8.614234452839469,blue
-10.561884663127218,11.226372297105428,blue
-11.13246885060156,9.247102320001527,blue
-9.72570899699462,12.158421541964799,blue
-9.264087889247204,11.34885265412448,blue
-9.565681250899337,11.214544176479524,blue
-11.120041104554039,9.790029150610849,blue
-9.110905389873563,13.198598886484916,blue
-9.685493054668221,10.379631501720478,blue
-12.48800446404864,11.145677844925746,blue
-9.404091389501593,12.93987679633323,blue
-12.035862036290208,13.148625814415391,blue
-11.138281652714749,11.81481472016321,blue
-8.942357713603375,11.451504857078826,blue
-9.347231459662547,10.414557935959714,blue
-10.644466851459155,9.963146284624155,blue
-10.883462090960528,9.097241374963001,blue
-9.654307626759778,12.577693899382583,blue
-11.796827459938461,10.48009056031525,blue
-9.589290380869688,10.141833701901778,blue
-10.29182344884666,11.653446667909494,blue
-9.265852351389041,11.51241604248483,blue
-10.12549566509367,12.021450444764481,blue
-11.088517414954358,10.871165504709314,blue
-9.797769075351892,10.06556655763546,blue
-10.349834400883951,11.047711642637687,blue
-11.421276898504024,11.26219691391944,blue
-11.163588336021213,10.58795253663034,blue
-11.006676287487469,10.661621504657539,blue
-9.949978240175373,9.842410214571764,blue
-9.234569864732707,10.802255828341913,blue
-10.028514877541339,11.103680982628958,blue
-11.205645600087903,11.259559523588518,blue
-10.381544842144658,10.286033028065635,blue
-9.433156361938138,10.9692377109551,blue
-8.922663254457667,13.738498992938988,blue
-10.940358723469268,9.62041391595318,blue
-9.716392878186339,10.961000722124293,blue
-10.390320480585167,9.89043352798945,blue
-12.154124440693511,9.968074448063911,blue
-11.294683748514936,11.215918772727903,blue
-10.566220694594234,11.588794700386114,blue
-10.51770920986113,11.193644224954458,blue
-10.395878307633279,12.109547349233326,blue
-10.603695245023458,10.731050506878834,blue
-9.632607108877833,11.88113214874329,blue
-10.959011814430612,9.55591066131349,blue
-11.595296722486534,11.26407120417287,blue
-9.492477319628792,10.666553045002427,blue
-10.618370520118809,12.015052356751632,blue
-9.209207012166976,10.38240267796597,blue
-10.834405033668714,10.927863027456095,blue
-8.690530044852368,11.983790500994111,blue
-11.238742080904826,10.706815670488972,blue
-11.20273748848831,10.276557289988187,blue
-9.303853399548748,12.944134611083502,blue
-8.221015587827488,12.318114918896853,blue
-10.796317281242704,9.476355467865643,blue
-8.430160787036693,11.292483145928816,blue
-8.478336488043741,13.028928178347991,blue
-9.210084403795795,10.520933951827303,blue
-10.217220894840416,12.750670061862024,blue
-12.184059849291195,9.562995352380677,blue
-11.567268408160407,8.403519839610585,blue
-10.809670260965294,11.511668303857919,blue
-9.499504892881326,10.361607539129773,blue
-10.19350985325958,7.1925656228948,blue
-10.664203199993203,10.699781410910038,blue
-9.916473154432506,9.752204578698548,blue
-11.658425283881364,10.360346451226278,blue
-9.619886414204078,11.88354010627509,blue
-10.956673031907386,11.323614280011045,blue
-8.730141009678976,11.405202138835524,blue
-9.849480624911948,9.471096756352276,blue
-10.765131360256488,11.90922693526058,blue
-10.53702035525242,10.821347873922884,blue
-11.61129490022633,10.237864439543204,blue
-9.835011152875172,9.52375643895847,blue
-11.010776218765052,9.77944817373658,blue
-10.115399369380237,11.073583280173839,blue
-8.859961319215047,11.34519723489663,blue
-9.661997555588764,11.314329905368563,blue
-9.524485538180205,10.223014953749518,blue
-7.360953919335746,10.586403596521176,blue
-9.308892426650305,11.655880687892886,blue
-8.888764433004932,11.384191333696801,blue
-10.257684317838086,11.94520898090995,blue
-11.195951285522765,11.73906385487734,blue
-9.775452972186317,10.941048371767767,blue
-11.163466902966038,10.04090341625886,blue
-13.015915426701575,10.779440903364241,blue
-9.406030566640258,12.204302243370934,blue
-9.668606981023213,10.26874541757446,blue
-11.072814762871364,12.329081837540942,blue
-8.710551419904656,11.913012009471622,blue
-10.085521383036056,10.79608824679569,blue
-10.4766237922132,9.435080698983692,blue
-10.96371453129603,10.151404579437589,blue
-8.846016945121029,12.142989389453646,blue
-10.444866052761974,11.149494834662388,blue
-10.50964402185026,12.169968863394553,blue
-10.474993244772481,11.746767614224263,blue
-10.791428064001437,9.629468318673519,blue
-11.69311859940507,9.942485114515613,blue
-10.741162924358202,10.272894400068608,blue
-10.887651471099284,9.822229680431011,blue
-9.305615375614492,10.613205264316608,blue
-11.317783043954407,9.39515167946579,blue
-9.317444646414984,10.37888809504484,blue
-10.522982620249119,10.636463113712946,blue
-10.818418085392047,10.925721615851478,blue
-10.177299645622194,12.125555353326092,blue
-9.967497916784907,10.153926138889789,blue
-9.898728482256002,10.497010465780846,blue
-9.424038733473488,8.132966941590698,blue
-9.789623049690382,10.912035628648177,blue
-11.556314370147838,10.396640290985625,blue
-10.693315252693694,10.08696303137417,blue
-8.375390920131732,11.835577771334595,blue
-10.120665537328106,10.101769633532527,blue
-12.348581736323926,9.03280688246021,blue
-9.832742733342448,9.631643617069557,blue
-8.300035298768503,10.72336796251505,blue
-8.831101188168194,9.695219624941204,blue
-9.944662100129458,12.179383828244958,blue
-9.78211922075335,11.916105392314208,blue
-9.354425243972825,11.368053646554717,blue
-10.158261080073624,10.766476440435582,blue
-10.488821007271987,12.245539107444044,blue
-8.367877722341623,12.335650734053434,blue
-10.401225487181291,10.08989390079308,blue
-8.99064007860168,11.562966856473711,blue
-11.577518350533936,10.54642984468658,blue
-10.78832329799834,10.89009641534172,blue
-11.156447487522593,10.734519311580367,blue
-9.58945471406066,9.528522040533666,blue
-10.63321227976796,9.896782663130478,blue
-10.6508584033389,8.668464192227642,blue
-10.925058818278586,10.850553274346456,blue
-9.85683645437314,10.663131981222104,blue
-9.024487911278765,10.20744432517465,blue
-10.599755111063484,12.902225696610731,blue
-9.392900938136119,12.594908492580197,blue
-10.018603160737415,10.500457520108505,blue
-10.62155960191728,11.524622763214552,blue
-9.653389599308424,10.562599040643875,blue
-8.662508631843941,12.635090126993012,blue
-12.604996411526024,10.512592606747448,blue
-9.304752305805303,10.861508457675857,blue
-8.234128600328923,12.49306050879342,blue
-10.173316758081576,12.74568051840568,blue
-9.236564290751241,12.426115067913798,blue
-9.02306293716374,10.35395045093769,blue
-9.48239373887055,11.734720542955689,blue
-9.750829044624362,11.975328965953974,blue
-8.695547134456946,11.962435432946336,blue
-8.883456428219556,12.770141429720109,blue
-9.813844334809037,10.504118501468442,blue
-9.337015992817046,9.092911024201232,blue
-10.904908731330222,12.19408767479332,blue
-10.158938694823183,9.909119564466696,blue
-9.868134712462538,11.061740609801065,blue
-10.043851791953246,9.538093466517108,blue
-10.66635559445244,11.613115674285057,blue
-8.734701857114729,10.684048351417692,blue
-9.649373243110842,11.421904975063981,blue
-9.262328515862212,11.486978089783019,blue
-11.300151447908158,11.944006391002876,blue
-10.511363605561643,12.784184608840711,blue
-10.692839424166342,11.55235498533876,blue
-10.183516586530276,12.067299103632017,blue
-8.317622703886382,12.217425591761074,blue
-7.466676287222543,12.607312847152018,blue
-9.7990384470127,10.34530540858999,blue
-9.62352104611321,11.839921966828495,blue
-10.193337539354978,8.96500177211846,blue
-10.53637310854093,11.684159306982181,blue
-9.10963477084491,11.629450926060231,blue
-10.405770616090598,10.84403594756784,blue
-11.03743901167625,11.703992229576272,blue
-9.360951947314394,9.510859918487634,blue
9.093017749780152,8.110536216090214,orange
10.612953276246174,10.265527860093552,orange
9.713769041294524,7.134634709316409,orange
10.64042738171035,8.857750097592222,orange
9.804838538332211,8.306825204516132,orange
8.874269054146527,4.225412277231314,orange
10.474800679547865,8.134297426074864,orange
10.24046340031037,8.43315688113622,orange
10.580108722891556,9.028214869314523,orange
10.55986035766567,8.974568623586205,orange
12.069450073909207,9.59194353484341,orange
9.069594765357387,7.167127403007362,orange
9.436595321879137,7.698865560443345,orange
11.483409452657918,10.32580423289611,orange
9.179538593914321,5.745519952830788,orange
10.142264144062802,6.754104079955532,orange
11.153402973429436,9.179020861602309,orange
10.431738653423462,8.637922704758397,orange
10.523182929073414,7.257457118327836,orange
9.972017220397959,7.06976394561925,orange
8.215480342347531,5.382954980777467,orange
10.762452722323857,9.15445001662702,orange
10.894460760645174,8.03920878662628,orange
10.467023786131449,6.241305407961889,orange
9.607299223821055,6.667202175974919,orange
10.251415630896032,6.124639820541631,orange
10.75929597436228,7.134697870436103,orange
9.661559612961264,7.7294287115369515,orange
9.52751965125556,7.1123965844444434,orange
8.941247732018395,4.7229873516698655,orange
10.486437565215452,8.01595861355598,orange
8.786473810162507,5.637422560643352,orange
9.54103571299359,7.261142062349231,orange
11.378090038587425,10.748385221375827,orange
7.9726464254877225,4.877352827289827,orange
9.23041405063493,4.056634163886107,orange
10.940663792225836,9.328567988799131,orange
9.747259131807976,6.835964743471444,orange
11.206420746095116,9.219410833204094,orange
8.82647959919112,5.70748269440355,orange
9.09064199807116,5.920356202205639,orange
11.158369480555322,8.876533728452651,orange
9.007744186678279,7.060834215124125,orange
10.051981537363787,8.707966459153418,orange
9.745055216759956,8.62393609707158,orange
11.389626522806577,10.615273985756906,orange
8.90153768630236,6.732987478830699,orange
10.102575161698411,8.163231442122967,orange
10.896776017009062,7.708700281151151,orange
11.316307131574252,10.655267649234359,orange
10.188610182074576,7.573191287345123,orange
10.856840603693053,8.773464175525847,orange
9.407703956215721,5.175359731543178,orange
12.011121421593131,10.117514165414203,orange
10.565791602403158,11.54754248293488,orange
10.893849975408171,8.588090111497774,orange
11.92064092143321,11.330174936062768,orange
10.39418969317176,9.37226696031366,orange
10.154745369438556,8.347088641663287,orange
10.864920980113236,8.398150770417764,orange
11.481369913880478,9.728845844497613,orange
8.701734672567571,6.106423535321379,orange
8.398085642464162,4.791893740443991,orange
10.739765513885642,7.431203743174652,orange
9.906388827483017,6.425300942846908,orange
10.127974616764368,9.392111902557884,orange
12.131836138657158,11.590184690884067,orange
9.896301753518228,8.17696256028498,orange
9.994200301254134,8.566018257791766,orange
11.336013007273737,9.946285864454563,orange
9.248040090745894,5.518381970207537,orange
10.231140723839617,10.265461662890274,orange
9.866710928829319,7.088952258055443,orange
10.236713734875236,8.299890256955361,orange
10.295922041047218,8.278934653630182,orange
8.853184017312916,7.207103128171356,orange
9.576444469968747,6.831906272406882,orange
9.421612873529895,5.2907375839875925,orange
8.669792003506627,4.119084774352373,orange
10.430304213522174,7.324452652480548,orange
9.347665729739413,7.538648360825213,orange
8.823036493570454,7.191655561450778,orange
8.373874734443795,5.0103899793012845,orange
9.486913164762601,6.471341368644534,orange
8.792288622914693,6.541823786116856,orange
10.358804072666183,8.349401158111966,orange
10.929596535610328,8.406933727518268,orange
9.483686018005871,5.844989752956271,orange
9.232307577783338,6.645661674746582,orange
9.528662663719096,8.01873908578477,orange
10.662876385486262,9.791694232557983,orange
9.238217676073884,7.292633450447171,orange
10.53706335734238,7.958325062328514,orange
9.331156581196947,7.870005395381904,orange
7.562251140399,1.9054114654055612,orange
11.622087390045753,10.326338214155301,orange
10.830217903685837,9.665626511981701,orange
9.758364191885388,6.394533257155802,orange
10.134573228058699,6.492976113863133,orange
10.168897768639605,9.472662814790937,orange
11.670022030887493,9.92647210882641,orange
9.66701273535775,6.932400380398416,orange
10.289963396463053,9.574975478704907,orange
9.755356834599718,7.881766211735082,orange
9.40950968036141,5.647128014334569,orange
10.487877267923405,8.617181335864213,orange
10.50533814352451,8.411284976246389,orange
9.506940210453498,8.029558025232012,orange
12.44108265731817,12.83399458298046,orange
7.1764437122346845,1.7563397261888936,orange
11.515140594320233,9.28681032164684,orange
8.876090617701792,7.582558408811027,orange
9.259379370846423,6.621154067631197,orange
10.680166391348695,8.741990446336542,orange
10.993658622689326,8.545522025204697,orange
11.43513210071749,10.388838729510717,orange
8.629060281905174,4.999146957518431,orange
12.174541349724123,11.070638175598559,orange
9.059613995664579,6.277309491231437,orange
10.428481731619069,7.694589970302684,orange
11.422791463520614,8.463439218636964,orange
10.162347640956655,6.370714196929316,orange
10.036094398659776,6.9969164378338045,orange
10.972713284590501,8.50562007740615,orange
10.12945055298397,8.260972860426357,orange
8.973298540123237,6.1091633492191555,orange
11.251116951222519,9.65898289305163,orange
11.262790649457365,8.562036402433797,orange
10.767323928495088,8.279602264320108,orange
10.572603506778577,7.804128885572342,orange
11.331581455016993,8.458368457444433,orange
11.202060617130956,8.113103987692796,orange
11.42367706860418,11.643367246306546,orange
10.605498628109231,8.619782225235578,orange
8.2441954838537,5.9156913993531255,orange
10.916396067019472,9.120388574364082,orange
10.873727464748141,7.967528577882522,orange
11.099578148630453,10.624739286165873,orange
11.718801796832844,10.691213264465956,orange
8.797921044255636,5.68592762037016,orange
7.205107492439204,2.178034493914556,orange
11.193207813570762,9.411122664949591,orange
10.892006866768506,9.726899862038083,orange
10.212182129794298,9.033678345299842,orange
8.931233934196493,6.16373219661583,orange
11.943986493367602,10.304754464810278,orange
9.805915562548803,6.897207874246696,orange
12.301046419989133,11.504423509722116,orange
10.51493563412151,7.450651404151223,orange
11.299338299994757,9.549402683314039,orange
7.512006531753608,1.6279721658790143,orange
10.728515078651249,10.116890724123643,orange
9.383445012873489,7.509650329007458,orange
8.78080872862647,5.464939872850855,orange
9.771608475076285,6.603171079355298,orange
12.96864919495246,12.66505079199667,orange
9.498424576103979,6.579106375811939,orange
8.298079531952498,4.334756554787962,orange
11.26985636726146,8.990743715894475,orange
9.192149585775095,5.891826472184737,orange
10.00336420553116,6.378208993848543,orange
11.781181125632173,11.151682273529753,orange
11.181219353950336,7.425845696898735,orange
10.804862809069554,8.788034393092513,orange
11.239015948297011,9.198042114638753,orange
10.03263615735163,5.788365722403098,orange
8.822431847832796,6.225734864904038,orange
9.949793948613307,5.400727232476928,orange
9.60904300927922,6.176106897609066,orange
10.069015595368734,6.706281035379346,orange
9.975881398862926,7.101974354553233,orange
10.565460100714095,7.890693192685475,orange
11.04423089195955,10.070379128628282,orange
9.472748677702143,6.599873588632229,orange
9.760999492547668,6.970671148427419,orange
10.369957685945767,8.01907464987333,orange
11.278513769125833,9.687844588929053,orange
9.700731426487696,6.355474371340925,orange
8.034383243149955,5.158853133291857,orange
11.038367036613883,9.252495350365074,orange
8.716333779099994,5.935543494688652,orange
9.639327545462724,6.932854011010357,orange
9.550966381739489,6.795354383299206,orange
10.662425054073532,8.512497541897242,orange
8.213106688784826,4.117643787164528,orange
11.4120295441837,9.853260474422374,orange
9.652189884674618,7.8940251238408345,orange
11.281498630191777,8.939496280563107,orange
9.782832577688495,7.1619995012057664,orange
13.041317634651788,12.80599962615309,orange
10.257782889823464,7.683042611495913,orange
9.790000396439888,6.845545217923992,orange
9.402849406100994,6.773438940161732,orange
7.6124423388689575,4.106347854056523,orange
11.835904712164297,11.828959155871196,orange
8.643670817987662,5.5993568097139566,orange
10.336671488136803,8.960605509536885,orange
10.983922584765516,8.97302647674497,orange
10.8694264338329,9.902513871691557,orange
10.070482809284405,8.915747748668133,orange
9.392510180501835,7.9211520444900945,orange
10.729416398353413,7.319553456599785,orange
10.014718490541721,7.540658349902122,orange
8.475777204930655,4.0839370499829695,orange
9.091721782521121,6.222044535287268,orange
10.740604729626877,8.64219751776497,orange
11.0288034960466,8.042174915140508,orange
7.577127499154362,2.6444899105830126,orange
10.395585031125481,7.367500594431595,orange
9.82350688851308,7.122355960478453,orange
11.024363146652405,9.390277360673952,orange
10.165149107784432,9.04559973283137,orange
9.838476787260467,9.117490207215695,orange
11.046266532843477,8.109564712074583,orange
11.228349772856548,9.57115434949552,orange
11.286788994328942,9.212731561143586,orange
10.116376144913367,7.494852060412731,orange
10.627849891189046,7.016022899472302,orange
11.928848988689795,10.905122461758879,orange
10.009626013917162,7.806381693045001,orange
9.366629701893324,5.790019482857705,orange
10.587213367649781,8.475598814063883,orange
9.172746239711934,5.263073306001457,orange
11.096657094863966,6.365111603592502,orange
9.286003607012164,5.494167152342846,orange
9.809891892563499,6.753713617803367,orange
11.309538644937726,8.289413029196306,orange
9.212601089076854,6.281223475992705,orange
9.809264208701801,9.049363681236173,orange
10.561456713440146,8.36990915796821,orange
10.511248182349433,7.997589887578992,orange
8.684711122396985,4.147003002867271,orange
11.095719865495347,8.998973204539858,orange
9.97029736629191,7.2975065900524765,orange
10.283943442577195,8.981658706455635,orange
10.866101953550404,8.228959036931236,orange
10.9686608183948,8.131276415904304,orange
10.395250809297185,7.362304095457533,orange
11.036358694381788,10.56506383211681,orange
10.377056499796815,9.290639618830594,orange
8.82029882118146,5.1998250162222295,orange
8.785195955498846,8.732483114216901,orange
9.180607764708178,5.290975812190604,orange
9.06356232626772,5.239139796699613,orange
9.713666162510453,7.790290680457617,orange
7.739198390889728,3.648242418290399,orange
10.129852255767966,6.7023076197450955,orange
10.77292126976834,7.387729971749282,orange
10.796117256551835,8.553528933807193,orange
10.047529076079925,7.340829078738295,orange
8.887458831949633,5.585714275221832,orange
12.212282351117945,9.623861413602839,orange
9.268528321057678,7.365342973796672,orange
9.535327119210924,5.807125245628622,orange
10.072593659536844,8.21199702086589,orange
8.490445083885607,6.891366354046208,orange
8.651808778329444,4.052167064552408,orange
10.05125390065114,6.98168305840537,orange
11.12627647953259,9.08617389940136,orange
9.61769583356367,7.2117081585199365,orange
10.476042937821703,7.978681052172986,orange
10.576996508383926,7.1014689645610805,orange
10.301035461293742,8.273527048150928,orange
9.118533039656416,5.8040207455462465,orange
11.093943131086617,10.193083554571583,orange
9.817533381611486,6.54376806812977,orange
9.007880755724672,4.774697587298139,orange
8.916945931255041,4.814832592716602,orange
11.041521826697537,8.399087313760408,orange
10.143874728952095,7.9267131973973886,orange
9.342539396805387,7.176161946615037,orange
11.070638750795538,7.775032625929453,orange
10.813190803374846,8.977687589004427,orange
10.055491948706043,6.08850331954537,orange
8.811275221960926,8.720564939839829,orange
9.917995655513,7.511552497910593,orange
10.343814494469626,7.939004422948953,orange
9.047661828535622,5.430790778301522,orange
12.607493376698839,12.318103072516397,orange
9.932248025068438,8.853473044560193,orange
8.96243701339934,5.5772447558427265,orange
8.424621480663664,5.204812652166889,orange
11.136548579282099,9.278789184038857,orange
9.916356396917518,7.902507811321422,orange
10.013491776391326,6.741601905229602,orange
9.303537483137493,6.835200068380634,orange
10.731380525207816,8.418383944587935,orange
10.381718766989316,9.833824927198219,orange
8.928248460126635,4.736495939080523,orange
9.566702000372567,6.813526611026459,orange
8.693383061748625,5.9698565485661845,orange
10.465624956956711,9.323943180295894,orange
9.989627669400658,8.14762893141932,orange
10.95317056765439,8.743233091291497,orange
10.595136052670075,8.65567288730101,orange
10.847102059916036,9.773020842665881,orange
8.198599699868177,3.301704184153472,orange
9.279128057223721,7.416666613526257,orange
8.845550083292848,5.184673822919803,orange
8.536580365978308,6.37398774383217,orange
9.152575626999395,8.180158454074885,orange
11.052713156048027,8.60412884542171,orange
10.828757140780562,8.486156153353553,orange
11.514185568751554,10.05590318445071,orange
10.569290377710539,8.210589850443334,orange
10.54590367293789,9.68377169658087,orange
9.67560527815579,8.267131234808566,orange
9.689544237274111,6.027948535502219,orange
9.643280371959305,5.842014538717022,orange
9.162564832338544,6.197548579918898,orange
8.665075317053033,4.905359744310074,orange
10.121828674803679,8.525372255478922,orange
11.352733349482504,10.949696219991804,orange
8.954345843729003,5.782805507234958,orange
8.757839727310714,4.54727003489997,orange
11.031928105950273,8.48855820765177,orange
9.849900296622277,7.648104103794669,orange
8.29282787736899,5.068682544288019,orange
9.783563474001065,7.06485952888174,orange
7.571099517555083,3.4257027678800593,orange
10.24739276229868,8.776424869353635,orange
9.564359729151965,6.849732126139988,orange
8.697475362840665,6.031951591641819,orange
10.157385909514137,9.132710426359548,orange
9.491927630898273,5.346262473352686,orange
11.407704128306264,9.95233157006426,orange
9.29982562877193,6.142067648694456,orange
10.47697772625818,7.763480818831253,orange
9.012609524502203,6.349453712518449,orange
10.398274292297556,7.354997620150772,orange
10.72958875699964,7.827029521681875,orange
10.858050940680974,11.670246378483492,orange
10.999640183513371,10.920946201307721,orange
8.776767933030888,6.719934121122021,orange
-1.0350349724447494,1.9313811575351463,green
-0.6162013593408264,-1.9962486005845328,green
-0.9773096443424154,-1.6434678415179627,green
-0.35934625736693715,-0.9515261867695424,green
0.09709944071395184,0.5707879366835559,green
0.5439317563867957,-0.8119807956827775,green
-1.4335013900374807,0.3997142725447533,green
0.9261859167047674,-1.204662296479389,green
0.11630705110894893,-0.025793510169618075,green
0.9300189730549008,-1.1367847730479548,green
-0.17969846769356024,-1.9616345394428651,green
0.6346301213433007,-1.072364734508454,green
-1.58258173987906,0.2671302991978965,green
0.5280147040227351,-0.22850581718361238,green
-0.8402415585399686,0.42641302102400536,green
-0.777690000927825,-0.18710188337908135,green
-0.08639449778318936,-1.6993350883900535,green
-0.3621280049866424,-0.23144815125966772,green
-2.746258760074487,0.04801535251767051,green
1.2878010750558835,1.1619870895494613,green
-0.6945031774805888,0.8611075050796873,green
-0.26487337510984776,0.1419141602718157,green
-0.3070259419039159,-0.5791745991141791,green
-0.7077482788339553,0.9743359037613016,green
-0.32427779090117104,-1.6378082119246493,green
0.007970704090977136,-1.114201138848703,green
-0.45523215534677636,-1.3730857333042998,green
-1.3726017737922813,-0.32612386245660013,green
-0.7821428849337781,0.8090968414234659,green
1.1058231144267745,-1.160726930563825,green
0.015406252237214228,2.1239064198385393,green
-0.41787984312503673,-0.9736167084389169,green
1.2079865972781776,1.7332318499180188,green
-0.722882265235731,-0.6854841880555356,green
1.6861925111937082,0.5110212948999574,green
0.40384980905603984,-1.2027970071187812,green
-0.26160338018309903,-0.17423208831406406,green
-0.9873848921462284,-0.7382565493942852,green
-0.8686201279310625,1.1596903841397581,green
-0.9061800561650912,-1.1295406066572138,green
1.1113731729002563,0.6988689983414819,green
1.8625534672033455,1.7598624019377045,green
0.8372983414268239,-0.16615475749120676,green
-0.4018534241581559,-0.5001268458273536,green
0.21695205191521227,0.4682770269185503,green
